,date,variable,value
0,2000-01-31,消費支出,309621
1,2000-02-29,消費支出,290663
2,2000-03-31,消費支出,335341
3,2000-04-30,消費支出,335276
4,2000-05-31,消費支出,308566
5,2000-06-30,消費支出,297648
6,2000-07-31,消費支出,326480
7,2000-08-31,消費支出,309993
8,2000-09-30,消費支出,296457
9,2000-10-31,消費支出,309193
10,2000-11-30,消費支出,297144
11,2000-12-31,消費支出,391556
12,2001-01-31,消費支出,308912
13,2001-02-28,消費支出,293698
14,2001-03-31,消費支出,339910
15,2001-04-30,消費支出,318509
16,2001-05-31,消費支出,300346
17,2001-06-30,消費支出,286054
18,2001-07-31,消費支出,314251
19,2001-08-31,消費支出,302474
20,2001-09-30,消費支出,283973
21,2001-10-31,消費支出,305653
22,2001-11-30,消費支出,294929
23,2001-12-31,消費支出,359940
24,2002-01-31,消費支出,305221
25,2002-02-28,消費支出,273487
26,2002-03-31,消費支出,330380
27,2002-04-30,消費支出,320228
28,2002-05-31,消費支出,291968
29,2002-06-30,消費支出,289427
30,2002-07-31,消費支出,315699
31,2002-08-31,消費支出,298788
32,2002-09-30,消費支出,295423
33,2002-10-31,消費支出,304989
34,2002-11-30,消費支出,289126
35,2002-12-31,消費支出,356702
36,2003-01-31,消費支出,298734
37,2003-02-28,消費支出,270619
38,2003-03-31,消費支出,321847
39,2003-04-30,消費支出,315074
40,2003-05-31,消費支出,287172
41,2003-06-30,消費支出,291742
42,2003-07-31,消費支出,302444
43,2003-08-31,消費支出,302283
44,2003-09-30,消費支出,287699
45,2003-10-31,消費支出,299754
46,2003-11-30,消費支出,289498
47,2003-12-31,消費支出,355228
48,2004-01-31,消費支出,301275
49,2004-02-29,消費支出,284916
50,2004-03-31,消費支出,322091
51,2004-04-30,消費支出,325593
52,2004-05-31,消費支出,299964
53,2004-06-30,消費支出,283000
54,2004-07-31,消費支出,302616
55,2004-08-31,消費支出,301059
56,2004-09-30,消費支出,284946
57,2004-10-31,消費支出,296794
58,2004-11-30,消費支出,287806
59,2004-12-31,消費支出,345643
60,2005-01-31,消費支出,302145
61,2005-02-28,消費支出,272407
62,2005-03-31,消費支出,319333
63,2005-04-30,消費支出,317844
64,2005-05-31,消費支出,295783
65,2005-06-30,消費支出,284002
66,2005-07-31,消費支出,294764
67,2005-08-31,消費支出,302201
68,2005-09-30,消費支出,288147
69,2005-10-31,消費支出,300146
70,2005-11-30,消費支出,283603
71,2005-12-31,消費支出,346003
72,2006-01-31,消費支出,294617
73,2006-02-28,消費支出,269418
74,2006-03-31,消費支出,313350
75,2006-04-30,消費支出,312872
76,2006-05-31,消費支出,292114
77,2006-06-30,消費支出,280824
78,2006-07-31,消費支出,292328
79,2006-08-31,消費支出,292087
80,2006-09-30,消費支出,273194
81,2006-10-31,消費支出,294693
82,2006-11-30,消費支出,282860
83,2006-12-31,消費支出,340959
84,2007-01-31,消費支出,296472
85,2007-02-28,消費支出,272763
86,2007-03-31,消費支出,313563
87,2007-04-30,消費支出,316163
88,2007-05-31,消費支出,293231
89,2007-06-30,消費支出,280587
90,2007-07-31,消費支出,291632
91,2007-08-31,消費支出,296035
92,2007-09-30,消費支出,281448
93,2007-10-31,消費支出,296984
94,2007-11-30,消費支出,282836
95,2007-12-31,消費支出,351667
96,2008-01-31,消費支出,309826
97,2008-02-29,消費支出,275827
98,2008-03-31,消費支出,312565
99,2008-04-30,消費支出,310695
100,2008-05-31,消費支出,288128
101,2008-06-30,消費支出,281951
102,2008-07-31,消費支出,298366
103,2008-08-31,消費支出,291154
104,2008-09-30,消費支出,281433
105,2008-10-31,消費支出,291504
106,2008-11-30,消費支出,284762
107,2008-12-31,消費支出,336976
108,2009-01-31,消費支出,291440
109,2009-02-28,消費支出,266044
110,2009-03-31,消費支出,310680
111,2009-04-30,消費支出,306340
112,2009-05-31,消費支出,285530
113,2009-06-30,消費支出,277237
114,2009-07-31,消費支出,285078
115,2009-08-31,消費支出,290972
116,2009-09-30,消費支出,277110
117,2009-10-31,消費支出,287789
118,2009-11-30,消費支出,284740
119,2009-12-31,消費支出,337887
120,2010-01-31,消費支出,291918
121,2010-02-28,消費支出,261163
122,2010-03-31,消費支出,319991
123,2010-04-30,消費支出,299996
124,2010-05-31,消費支出,280714
125,2010-06-30,消費支出,276494
126,2010-07-31,消費支出,285274
127,2010-08-31,消費支出,293361
128,2010-09-30,消費支出,275367
129,2010-10-31,消費支出,287433
130,2010-11-30,消費支出,284212
131,2010-12-31,消費支出,327006
132,2011-01-31,消費支出,289191
133,2011-02-28,消費支出,260793
134,2011-03-31,消費支出,291900
135,2011-04-30,消費支出,292559
136,2011-05-31,消費支出,276159
137,2011-06-30,消費支出,265807
138,2011-07-31,消費支出,280046
139,2011-08-31,消費支出,282008
140,2011-09-30,消費支出,270010
141,2011-10-31,消費支出,285605
142,2011-11-30,消費支出,273428
143,2011-12-31,消費支出,328080
144,2012-01-31,消費支出,283124
145,2012-02-29,消費支出,267855
146,2012-03-31,消費支出,303841
147,2012-04-30,消費支出,301948
148,2012-05-31,消費支出,287911
149,2012-06-30,消費支出,269810
150,2012-07-31,消費支出,283295
151,2012-08-31,消費支出,286036
152,2012-09-30,消費支出,266705
153,2012-10-31,消費支出,284238
154,2012-11-30,消費支出,273772
155,2012-12-31,消費支出,325492
156,2013-01-31,消費支出,288934
157,2013-02-28,消費支出,268099
158,2013-03-31,消費支出,316166
159,2013-04-30,消費支出,304382
160,2013-05-31,消費支出,282366
161,2013-06-30,消費支出,269418
162,2013-07-31,消費支出,286098
163,2013-08-31,消費支出,284646
164,2013-09-30,消費支出,280692
165,2013-10-31,消費支出,290676
166,2013-11-30,消費支出,279546
167,2013-12-31,消費支出,334433
168,2014-01-31,消費支出,297070
169,2014-02-28,消費支出,266610
170,2014-03-31,消費支出,345443
171,2014-04-30,消費支出,302141
172,2014-05-31,消費支出,271411
173,2014-06-30,消費支出,272791
174,2014-07-31,消費支出,280293
175,2014-08-31,消費支出,282124
176,2014-09-30,消費支出,275226
177,2014-10-31,消費支出,288579
178,2014-11-30,消費支出,280271
179,2014-12-31,消費支出,332363
180,2015-01-31,消費支出,289847
181,2015-02-28,消費支出,265632
182,2015-03-31,消費支出,317579
183,2015-04-30,消費支出,300480
184,2015-05-31,消費支出,286433
185,2015-06-30,消費支出,268652
186,2015-07-31,消費支出,280471
187,2015-08-31,消費支出,291156
188,2015-09-30,消費支出,274309
189,2015-10-31,消費支出,282401
190,2015-11-30,消費支出,273268
191,2015-12-31,消費支出,318254
192,2016-01-31,消費支出,280973
193,2016-02-29,消費支出,269774
194,2016-03-31,消費支出,300889
195,2016-04-30,消費支出,298520
196,2016-05-31,消費支出,281827
197,2016-06-30,消費支出,261452
198,2016-07-31,消費支出,278067
199,2016-08-31,消費支出,276338
200,2016-09-30,消費支出,267119
201,2016-10-31,消費支出,281961
202,2016-11-30,消費支出,270848
203,2016-12-31,消費支出,318488
204,2017-01-31,消費支出,279249
205,2017-02-28,消費支出,260644
206,2017-03-31,消費支出,297942
207,2017-04-30,消費支出,295929
208,2017-05-31,消費支出,283056
209,2017-06-30,消費支出,268802
210,2017-07-31,消費支出,279197
211,2017-08-31,消費支出,280320
212,2017-09-30,消費支出,268802
213,2017-10-31,消費支出,282872
214,2017-11-30,消費支出,277361
215,2017-12-31,消費支出,322157
216,2018-01-31,消費支出,289703
217,2018-02-28,消費支出,265614
218,2018-03-31,消費支出,301230
219,2018-04-30,消費支出,294439
220,2018-05-31,消費支出,281307
221,2018-06-30,消費支出,267641
222,2018-07-31,消費支出,283387
223,2018-08-31,消費支出,292481
224,2018-09-30,消費支出,271273
225,2018-10-31,消費支出,290396
226,2018-11-30,消費支出,281041
227,2018-12-31,消費支出,329271
228,2019-01-31,消費支出,296345
229,2019-02-28,消費支出,271232
230,2019-03-31,消費支出,309274
231,2019-04-30,消費支出,301136
232,2019-05-31,消費支出,300901
233,2019-06-30,消費支出,276882
234,2019-07-31,消費支出,288026
235,2019-08-31,消費支出,296327
236,2019-09-30,消費支出,300609
237,2019-10-31,消費支出,279671
238,2019-11-30,消費支出,278765
239,2019-12-31,消費支出,321380
240,2020-01-31,消費支出,287173
241,2020-02-29,消費支出,271735
242,2020-03-31,消費支出,292214
243,2020-04-30,消費支出,267922
244,2020-05-31,消費支出,252017
245,2000-01-31,食料,73580
246,2000-02-29,食料,73309
247,2000-03-31,食料,79726
248,2000-04-30,食料,77344
249,2000-05-31,食料,81415
250,2000-06-30,食料,76721
251,2000-07-31,食料,83782
252,2000-08-31,食料,86988
253,2000-09-30,食料,76985
254,2000-10-31,食料,79477
255,2000-11-30,食料,76618
256,2000-12-31,食料,107736
257,2001-01-31,食料,72902
258,2001-02-28,食料,70738
259,2001-03-31,食料,77077
260,2001-04-30,食料,74136
261,2001-05-31,食料,78011
262,2001-06-30,食料,74950
263,2001-07-31,食料,81593
264,2001-08-31,食料,84620
265,2001-09-30,食料,76073
266,2001-10-31,食料,76590
267,2001-11-30,食料,74889
268,2001-12-31,食料,103991
269,2002-01-31,食料,71726
270,2002-02-28,食料,68062
271,2002-03-31,食料,77330
272,2002-04-30,食料,73988
273,2002-05-31,食料,78857
274,2002-06-30,食料,75985
275,2002-07-31,食料,80182
276,2002-08-31,食料,84724
277,2002-09-30,食料,75263
278,2002-10-31,食料,75573
279,2002-11-30,食料,74919
280,2002-12-31,食料,102609
281,2003-01-31,食料,70569
282,2003-02-28,食料,67278
283,2003-03-31,食料,76507
284,2003-04-30,食料,72536
285,2003-05-31,食料,76698
286,2003-06-30,食料,73843
287,2003-07-31,食料,78300
288,2003-08-31,食料,82107
289,2003-09-30,食料,72927
290,2003-10-31,食料,74841
291,2003-11-30,食料,73806
292,2003-12-31,食料,100255
293,2004-01-31,食料,70979
294,2004-02-29,食料,69848
295,2004-03-31,食料,74450
296,2004-04-30,食料,71128
297,2004-05-31,食料,77575
298,2004-06-30,食料,72629
299,2004-07-31,食料,78768
300,2004-08-31,食料,81036
301,2004-09-30,食料,72438
302,2004-10-31,食料,75235
303,2004-11-30,食料,72842
304,2004-12-31,食料,97783
305,2005-01-31,食料,70484
306,2005-02-28,食料,66490
307,2005-03-31,食料,73135
308,2005-04-30,食料,71803
309,2005-05-31,食料,76430
310,2005-06-30,食料,71786
311,2005-07-31,食料,77913
312,2005-08-31,食料,79642
313,2005-09-30,食料,72080
314,2005-10-31,食料,74585
315,2005-11-30,食料,71173
316,2005-12-31,食料,96482
317,2006-01-31,食料,68039
318,2006-02-28,食料,64974
319,2006-03-31,食料,72917
320,2006-04-30,食料,71241
321,2006-05-31,食料,74884
322,2006-06-30,食料,71197
323,2006-07-31,食料,76334
324,2006-08-31,食料,79455
325,2006-09-30,食料,70956
326,2006-10-31,食料,73468
327,2006-11-30,食料,71557
328,2006-12-31,食料,96417
329,2007-01-31,食料,70547
330,2007-02-28,食料,66085
331,2007-03-31,食料,74233
332,2007-04-30,食料,71922
333,2007-05-31,食料,75088
334,2007-06-30,食料,72229
335,2007-07-31,食料,75363
336,2007-08-31,食料,80547
337,2007-09-30,食料,73193
338,2007-10-31,食料,72903
339,2007-11-30,食料,71939
340,2007-12-31,食料,97552
341,2008-01-31,食料,69032
342,2008-02-29,食料,67967
343,2008-03-31,食料,74878
344,2008-04-30,食料,70955
345,2008-05-31,食料,75471
346,2008-06-30,食料,72270
347,2008-07-31,食料,76220
348,2008-08-31,食料,80617
349,2008-09-30,食料,72246
350,2008-10-31,食料,74235
351,2008-11-30,食料,74579
352,2008-12-31,食料,97086
353,2009-01-31,食料,69569
354,2009-02-28,食料,65494
355,2009-03-31,食料,73488
356,2009-04-30,食料,70586
357,2009-05-31,食料,76948
358,2009-06-30,食料,71913
359,2009-07-31,食料,74811
360,2009-08-31,食料,80069
361,2009-09-30,食料,72296
362,2009-10-31,食料,73564
363,2009-11-30,食料,72721
364,2009-12-31,食料,94670
365,2010-01-31,食料,69851
366,2010-02-28,食料,65125
367,2010-03-31,食料,72571
368,2010-04-30,食料,69356
369,2010-05-31,食料,74946
370,2010-06-30,食料,70176
371,2010-07-31,食料,74628
372,2010-08-31,食料,78692
373,2010-09-30,食料,70544
374,2010-10-31,食料,73492
375,2010-11-30,食料,71295
376,2010-12-31,食料,94091
377,2011-01-31,食料,68124
378,2011-02-28,食料,65146
379,2011-03-31,食料,70489
380,2011-04-30,食料,68368
381,2011-05-31,食料,72572
382,2011-06-30,食料,69241
383,2011-07-31,食料,75050
384,2011-08-31,食料,77241
385,2011-09-30,食料,69496
386,2011-10-31,食料,73052
387,2011-11-30,食料,70532
388,2011-12-31,食料,93539
389,2012-01-31,食料,69105
390,2012-02-29,食料,67024
391,2012-03-31,食料,73367
392,2012-04-30,食料,70347
393,2012-05-31,食料,72876
394,2012-06-30,食料,69871
395,2012-07-31,食料,73734
396,2012-08-31,食料,77611
397,2012-09-30,食料,69859
398,2012-10-31,食料,71635
399,2012-11-30,食料,69959
400,2012-12-31,食料,94014
401,2013-01-31,食料,69041
402,2013-02-28,食料,65406
403,2013-03-31,食料,74663
404,2013-04-30,食料,70637
405,2013-05-31,食料,74302
406,2013-06-30,食料,72216
407,2013-07-31,食料,75639
408,2013-08-31,食料,79755
409,2013-09-30,食料,72331
410,2013-10-31,食料,72523
411,2013-11-30,食料,72740
412,2013-12-31,食料,96607
413,2014-01-31,食料,71055
414,2014-02-28,食料,66424
415,2014-03-31,食料,79114
416,2014-04-30,食料,69378
417,2014-05-31,食料,76337
418,2014-06-30,食料,73253
419,2014-07-31,食料,75513
420,2014-08-31,食料,81205
421,2014-09-30,食料,73328
422,2014-10-31,食料,74391
423,2014-11-30,食料,75383
424,2014-12-31,食料,97882
425,2015-01-31,食料,71406
426,2015-02-28,食料,68837
427,2015-03-31,食料,78047
428,2015-04-30,食料,73143
429,2015-05-31,食料,79526
430,2015-06-30,食料,74120
431,2015-07-31,食料,78672
432,2015-08-31,食料,84207
433,2015-09-30,食料,75923
434,2015-10-31,食料,77258
435,2015-11-30,食料,76395
436,2015-12-31,食料,100178
437,2016-01-31,食料,74361
438,2016-02-29,食料,72987
439,2016-03-31,食料,79279
440,2016-04-30,食料,75340
441,2016-05-31,食料,80396
442,2016-06-30,食料,74881
443,2016-07-31,食料,80481
444,2016-08-31,食料,82782
445,2016-09-30,食料,74281
446,2016-10-31,食料,78197
447,2016-11-30,食料,76084
448,2016-12-31,食料,98548
449,2017-01-31,食料,73667
450,2017-02-28,食料,69271
451,2017-03-31,食料,77973
452,2017-04-30,食料,75542
453,2017-05-31,食料,79733
454,2017-06-30,食料,75144
455,2017-07-31,食料,79446
456,2017-08-31,食料,84048
457,2017-09-30,食料,75605
458,2017-10-31,食料,77152
459,2017-11-30,食料,77440
460,2017-12-31,食料,101416
461,2018-01-31,食料,76847
462,2018-02-28,食料,71693
463,2018-03-31,食料,79310
464,2018-04-30,食料,75487
465,2018-05-31,食料,78126
466,2018-06-30,食料,75629
467,2018-07-31,食料,79391
468,2018-08-31,食料,84541
469,2018-09-30,食料,76499
470,2018-10-31,食料,79016
471,2018-11-30,食料,76828
472,2018-12-31,食料,98805
473,2019-01-31,食料,75783
474,2019-02-28,食料,71507
475,2019-03-31,食料,80302
476,2019-04-30,食料,77463
477,2019-05-31,食料,81049
478,2019-06-30,食料,77452
479,2019-07-31,食料,79879
480,2019-08-31,食料,85996
481,2019-09-30,食料,79894
482,2019-10-31,食料,77542
483,2019-11-30,食料,78575
484,2019-12-31,食料,100093
485,2020-01-31,食料,76011
486,2020-02-29,食料,75469
487,2020-03-31,食料,79509
488,2020-04-30,食料,73919
489,2020-05-31,食料,78272
490,2000-01-31,穀類,6100
491,2000-02-29,穀類,6915
492,2000-03-31,穀類,7496
493,2000-04-30,穀類,7470
494,2000-05-31,穀類,7447
495,2000-06-30,穀類,7328
496,2000-07-31,穀類,7794
497,2000-08-31,穀類,7324
498,2000-09-30,穀類,7631
499,2000-10-31,穀類,8314
500,2000-11-30,穀類,7293
501,2000-12-31,穀類,9779
502,2001-01-31,穀類,6069
503,2001-02-28,穀類,6301
504,2001-03-31,穀類,7047
505,2001-04-30,穀類,6865
506,2001-05-31,穀類,6956
507,2001-06-30,穀類,6938
508,2001-07-31,穀類,7341
509,2001-08-31,穀類,7056
510,2001-09-30,穀類,7682
511,2001-10-31,穀類,8559
512,2001-11-30,穀類,7041
513,2001-12-31,穀類,9436
514,2002-01-31,穀類,6083
515,2002-02-28,穀類,6379
516,2002-03-31,穀類,7054
517,2002-04-30,穀類,6945
518,2002-05-31,穀類,7011
519,2002-06-30,穀類,7082
520,2002-07-31,穀類,7205
521,2002-08-31,穀類,6899
522,2002-09-30,穀類,7093
523,2002-10-31,穀類,8244
524,2002-11-30,穀類,7068
525,2002-12-31,穀類,8839
526,2003-01-31,穀類,5763
527,2003-02-28,穀類,6103
528,2003-03-31,穀類,6989
529,2003-04-30,穀類,6903
530,2003-05-31,穀類,6881
531,2003-06-30,穀類,6855
532,2003-07-31,穀類,7390
533,2003-08-31,穀類,6984
534,2003-09-30,穀類,7054
535,2003-10-31,穀類,8831
536,2003-11-30,穀類,7568
537,2003-12-31,穀類,9456
538,2004-01-31,穀類,6224
539,2004-02-29,穀類,6616
540,2004-03-31,穀類,7177
541,2004-04-30,穀類,7007
542,2004-05-31,穀類,7169
543,2004-06-30,穀類,6999
544,2004-07-31,穀類,7419
545,2004-08-31,穀類,7144
546,2004-09-30,穀類,7233
547,2004-10-31,穀類,8242
548,2004-11-30,穀類,7137
549,2004-12-31,穀類,8633
550,2005-01-31,穀類,5738
551,2005-02-28,穀類,6065
552,2005-03-31,穀類,6527
553,2005-04-30,穀類,6449
554,2005-05-31,穀類,6570
555,2005-06-30,穀類,6343
556,2005-07-31,穀類,6821
557,2005-08-31,穀類,6463
558,2005-09-30,穀類,6833
559,2005-10-31,穀類,7842
560,2005-11-30,穀類,6514
561,2005-12-31,穀類,8406
562,2006-01-31,穀類,5495
563,2006-02-28,穀類,5636
564,2006-03-31,穀類,6341
565,2006-04-30,穀類,6279
566,2006-05-31,穀類,6359
567,2006-06-30,穀類,6326
568,2006-07-31,穀類,6686
569,2006-08-31,穀類,6222
570,2006-09-30,穀類,6644
571,2006-10-31,穀類,7800
572,2006-11-30,穀類,6424
573,2006-12-31,穀類,8251
574,2007-01-31,穀類,5567
575,2007-02-28,穀類,5756
576,2007-03-31,穀類,6376
577,2007-04-30,穀類,6324
578,2007-05-31,穀類,6359
579,2007-06-30,穀類,6392
580,2007-07-31,穀類,6766
581,2007-08-31,穀類,6229
582,2007-09-30,穀類,6906
583,2007-10-31,穀類,7644
584,2007-11-30,穀類,6512
585,2007-12-31,穀類,8235
586,2008-01-31,穀類,5685
587,2008-02-29,穀類,6146
588,2008-03-31,穀類,6694
589,2008-04-30,穀類,6531
590,2008-05-31,穀類,6546
591,2008-06-30,穀類,6707
592,2008-07-31,穀類,6740
593,2008-08-31,穀類,6611
594,2008-09-30,穀類,7091
595,2008-10-31,穀類,7828
596,2008-11-30,穀類,7358
597,2008-12-31,穀類,8625
598,2009-01-31,穀類,5810
599,2009-02-28,穀類,6019
600,2009-03-31,穀類,6805
601,2009-04-30,穀類,6707
602,2009-05-31,穀類,6983
603,2009-06-30,穀類,6620
604,2009-07-31,穀類,7018
605,2009-08-31,穀類,6766
606,2009-09-30,穀類,7087
607,2009-10-31,穀類,7910
608,2009-11-30,穀類,6971
609,2009-12-31,穀類,8313
610,2010-01-31,穀類,5795
611,2010-02-28,穀類,5848
612,2010-03-31,穀類,6578
613,2010-04-30,穀類,6418
614,2010-05-31,穀類,6596
615,2010-06-30,穀類,6563
616,2010-07-31,穀類,6708
617,2010-08-31,穀類,6316
618,2010-09-30,穀類,6719
619,2010-10-31,穀類,7402
620,2010-11-30,穀類,6680
621,2010-12-31,穀類,8016
622,2011-01-31,穀類,5488
623,2011-02-28,穀類,5593
624,2011-03-31,穀類,7177
625,2011-04-30,穀類,6178
626,2011-05-31,穀類,6261
627,2011-06-30,穀類,6177
628,2011-07-31,穀類,6671
629,2011-08-31,穀類,6369
630,2011-09-30,穀類,6587
631,2011-10-31,穀類,7859
632,2011-11-30,穀類,6306
633,2011-12-31,穀類,8172
634,2012-01-31,穀類,5686
635,2012-02-29,穀類,5848
636,2012-03-31,穀類,6428
637,2012-04-30,穀類,6331
638,2012-05-31,穀類,6429
639,2012-06-30,穀類,6419
640,2012-07-31,穀類,6611
641,2012-08-31,穀類,6465
642,2012-09-30,穀類,6702
643,2012-10-31,穀類,7781
644,2012-11-30,穀類,6480
645,2012-12-31,穀類,8227
646,2013-01-31,穀類,5696
647,2013-02-28,穀類,5781
648,2013-03-31,穀類,6539
649,2013-04-30,穀類,6451
650,2013-05-31,穀類,6499
651,2013-06-30,穀類,6613
652,2013-07-31,穀類,6527
653,2013-08-31,穀類,6311
654,2013-09-30,穀類,6598
655,2013-10-31,穀類,6972
656,2013-11-30,穀類,6272
657,2013-12-31,穀類,7766
658,2014-01-31,穀類,5399
659,2014-02-28,穀類,5683
660,2014-03-31,穀類,6984
661,2014-04-30,穀類,5595
662,2014-05-31,穀類,6145
663,2014-06-30,穀類,6276
664,2014-07-31,穀類,6419
665,2014-08-31,穀類,6449
666,2014-09-30,穀類,6492
667,2014-10-31,穀類,6994
668,2014-11-30,穀類,6304
669,2014-12-31,穀類,8042
670,2015-01-31,穀類,5405
671,2015-02-28,穀類,5579
672,2015-03-31,穀類,6286
673,2015-04-30,穀類,6148
674,2015-05-31,穀類,6234
675,2015-06-30,穀類,6165
676,2015-07-31,穀類,6437
677,2015-08-31,穀類,6251
678,2015-09-30,穀類,6248
679,2015-10-31,穀類,7428
680,2015-11-30,穀類,6302
681,2015-12-31,穀類,8168
682,2016-01-31,穀類,5720
683,2016-02-29,穀類,5997
684,2016-03-31,穀類,6346
685,2016-04-30,穀類,6322
686,2016-05-31,穀類,6382
687,2016-06-30,穀類,6222
688,2016-07-31,穀類,6508
689,2016-08-31,穀類,6166
690,2016-09-30,穀類,6280
691,2016-10-31,穀類,7012
692,2016-11-30,穀類,6317
693,2016-12-31,穀類,7717
694,2017-01-31,穀類,5542
695,2017-02-28,穀類,5560
696,2017-03-31,穀類,6245
697,2017-04-30,穀類,6212
698,2017-05-31,穀類,6196
699,2017-06-30,穀類,6189
700,2017-07-31,穀類,6306
701,2017-08-31,穀類,6174
702,2017-09-30,穀類,6516
703,2017-10-31,穀類,7108
704,2017-11-30,穀類,6504
705,2017-12-31,穀類,7968
706,2018-01-31,穀類,5746
707,2018-02-28,穀類,5788
708,2018-03-31,穀類,6283
709,2018-04-30,穀類,6254
710,2018-05-31,穀類,6299
711,2018-06-30,穀類,6367
712,2018-07-31,穀類,6428
713,2018-08-31,穀類,6336
714,2018-09-30,穀類,6603
715,2018-10-31,穀類,7259
716,2018-11-30,穀類,6481
717,2018-12-31,穀類,7654
718,2019-01-31,穀類,5734
719,2019-02-28,穀類,5856
720,2019-03-31,穀類,6560
721,2019-04-30,穀類,6507
722,2019-05-31,穀類,6396
723,2019-06-30,穀類,6353
724,2019-07-31,穀類,6453
725,2019-08-31,穀類,6397
726,2019-09-30,穀類,6586
727,2019-10-31,穀類,7440
728,2019-11-30,穀類,6381
729,2019-12-31,穀類,7757
730,2020-01-31,穀類,5666
731,2020-02-29,穀類,6266
732,2020-03-31,穀類,7254
733,2020-04-30,穀類,7253
734,2020-05-31,穀類,7059
735,2000-01-31,米,2338
736,2000-02-29,米,2919
737,2000-03-31,米,3226
738,2000-04-30,米,3346
739,2000-05-31,米,3264
740,2000-06-30,米,3165
741,2000-07-31,米,3160
742,2000-08-31,米,3164
743,2000-09-30,米,3867
744,2000-10-31,米,4386
745,2000-11-30,米,3379
746,2000-12-31,米,4042
747,2001-01-31,米,2271
748,2001-02-28,米,2565
749,2001-03-31,米,2993
750,2001-04-30,米,2956
751,2001-05-31,米,2964
752,2001-06-30,米,2931
753,2001-07-31,米,2842
754,2001-08-31,米,3044
755,2001-09-30,米,4058
756,2001-10-31,米,4722
757,2001-11-30,米,3192
758,2001-12-31,米,3753
759,2002-01-31,米,2257
760,2002-02-28,米,2629
761,2002-03-31,米,2933
762,2002-04-30,米,2940
763,2002-05-31,米,2917
764,2002-06-30,米,3003
765,2002-07-31,米,2817
766,2002-08-31,米,2819
767,2002-09-30,米,3505
768,2002-10-31,米,4410
769,2002-11-30,米,3125
770,2002-12-31,米,3236
771,2003-01-31,米,2001
772,2003-02-28,米,2457
773,2003-03-31,米,2871
774,2003-04-30,米,2932
775,2003-05-31,米,2768
776,2003-06-30,米,2764
777,2003-07-31,米,2826
778,2003-08-31,米,2798
779,2003-09-30,米,3457
780,2003-10-31,米,4929
781,2003-11-30,米,3673
782,2003-12-31,米,3779
783,2004-01-31,米,2341
784,2004-02-29,米,2731
785,2004-03-31,米,3046
786,2004-04-30,米,3037
787,2004-05-31,米,3024
788,2004-06-30,米,2915
789,2004-07-31,米,2816
790,2004-08-31,米,3006
791,2004-09-30,米,3629
792,2004-10-31,米,4286
793,2004-11-30,米,3321
794,2004-12-31,米,3141
795,2005-01-31,米,1991
796,2005-02-28,米,2426
797,2005-03-31,米,2589
798,2005-04-30,米,2630
799,2005-05-31,米,2570
800,2005-06-30,米,2440
801,2005-07-31,米,2499
802,2005-08-31,米,2568
803,2005-09-30,米,3286
804,2005-10-31,米,4078
805,2005-11-30,米,2759
806,2005-12-31,米,3061
807,2006-01-31,米,1872
808,2006-02-28,米,2068
809,2006-03-31,米,2463
810,2006-04-30,米,2392
811,2006-05-31,米,2403
812,2006-06-30,米,2369
813,2006-07-31,米,2383
814,2006-08-31,米,2283
815,2006-09-30,米,3122
816,2006-10-31,米,4125
817,2006-11-30,米,2632
818,2006-12-31,米,2856
819,2007-01-31,米,1826
820,2007-02-28,米,2141
821,2007-03-31,米,2365
822,2007-04-30,米,2388
823,2007-05-31,米,2351
824,2007-06-30,米,2293
825,2007-07-31,米,2329
826,2007-08-31,米,2271
827,2007-09-30,米,3358
828,2007-10-31,米,3840
829,2007-11-30,米,2662
830,2007-12-31,米,2856
831,2008-01-31,米,1895
832,2008-02-29,米,2189
833,2008-03-31,米,2439
834,2008-04-30,米,2404
835,2008-05-31,米,2291
836,2008-06-30,米,2361
837,2008-07-31,米,2171
838,2008-08-31,米,2221
839,2008-09-30,米,3260
840,2008-10-31,米,3850
841,2008-11-30,米,3214
842,2008-12-31,米,2934
843,2009-01-31,米,1822
844,2009-02-28,米,2053
845,2009-03-31,米,2397
846,2009-04-30,米,2437
847,2009-05-31,米,2395
848,2009-06-30,米,2247
849,2009-07-31,米,2325
850,2009-08-31,米,2419
851,2009-09-30,米,3190
852,2009-10-31,米,3761
853,2009-11-30,米,2815
854,2009-12-31,米,2635
855,2010-01-31,米,1815
856,2010-02-28,米,1980
857,2010-03-31,米,2248
858,2010-04-30,米,2259
859,2010-05-31,米,2282
860,2010-06-30,米,2285
861,2010-07-31,米,2183
862,2010-08-31,米,2114
863,2010-09-30,米,2927
864,2010-10-31,米,3305
865,2010-11-30,米,2692
866,2010-12-31,米,2521
867,2011-01-31,米,1585
868,2011-02-28,米,1788
869,2011-03-31,米,2535
870,2011-04-30,米,2018
871,2011-05-31,米,1943
872,2011-06-30,米,1955
873,2011-07-31,米,2053
874,2011-08-31,米,2129
875,2011-09-30,米,2754
876,2011-10-31,米,3805
877,2011-11-30,米,2257
878,2011-12-31,米,2603
879,2012-01-31,米,1707
880,2012-02-29,米,1873
881,2012-03-31,米,2120
882,2012-04-30,米,2180
883,2012-05-31,米,2225
884,2012-06-30,米,2177
885,2012-07-31,米,2115
886,2012-08-31,米,2276
887,2012-09-30,米,2950
888,2012-10-31,米,3859
889,2012-11-30,米,2527
890,2012-12-31,米,2721
891,2013-01-31,米,1829
892,2013-02-28,米,1997
893,2013-03-31,米,2290
