,date,variable,value
2214,2000-10-31,塩干魚介,1487
2215,2000-11-30,塩干魚介,1516
2216,2000-12-31,塩干魚介,3405
2217,2001-01-31,塩干魚介,1385
2218,2001-02-28,塩干魚介,1355
2219,2001-03-31,塩干魚介,1503
2220,2001-04-30,塩干魚介,1465
2221,2001-05-31,塩干魚介,1535
2222,2001-06-30,塩干魚介,1483
2223,2001-07-31,塩干魚介,1512
2224,2001-08-31,塩干魚介,1511
2225,2001-09-30,塩干魚介,1378
2226,2001-10-31,塩干魚介,1475
2227,2001-11-30,塩干魚介,1533
2228,2001-12-31,塩干魚介,3224
2229,2002-01-31,塩干魚介,1336
2230,2002-02-28,塩干魚介,1338
2231,2002-03-31,塩干魚介,1498
2232,2002-04-30,塩干魚介,1457
2233,2002-05-31,塩干魚介,1511
2234,2002-06-30,塩干魚介,1379
2235,2002-07-31,塩干魚介,1455
2236,2002-08-31,塩干魚介,1479
2237,2002-09-30,塩干魚介,1301
2238,2002-10-31,塩干魚介,1348
2239,2002-11-30,塩干魚介,1516
2240,2002-12-31,塩干魚介,3123
2241,2003-01-31,塩干魚介,1256
2242,2003-02-28,塩干魚介,1330
2243,2003-03-31,塩干魚介,1491
2244,2003-04-30,塩干魚介,1397
2245,2003-05-31,塩干魚介,1410
2246,2003-06-30,塩干魚介,1391
2247,2003-07-31,塩干魚介,1502
2248,2003-08-31,塩干魚介,1388
2249,2003-09-30,塩干魚介,1250
2250,2003-10-31,塩干魚介,1318
2251,2003-11-30,塩干魚介,1401
2252,2003-12-31,塩干魚介,2875
2253,2004-01-31,塩干魚介,1272
2254,2004-02-29,塩干魚介,1303
2255,2004-03-31,塩干魚介,1472
2256,2004-04-30,塩干魚介,1331
2257,2004-05-31,塩干魚介,1360
2258,2004-06-30,塩干魚介,1299
2259,2004-07-31,塩干魚介,1308
2260,2004-08-31,塩干魚介,1350
2261,2004-09-30,塩干魚介,1242
2262,2004-10-31,塩干魚介,1293
2263,2004-11-30,塩干魚介,1315
2264,2004-12-31,塩干魚介,2750
2265,2005-01-31,塩干魚介,1277
2266,2005-02-28,塩干魚介,1244
2267,2005-03-31,塩干魚介,1361
2268,2005-04-30,塩干魚介,1294
2269,2005-05-31,塩干魚介,1386
2270,2005-06-30,塩干魚介,1281
2271,2005-07-31,塩干魚介,1356
2272,2005-08-31,塩干魚介,1327
2273,2005-09-30,塩干魚介,1210
2274,2005-10-31,塩干魚介,1332
2275,2005-11-30,塩干魚介,1383
2276,2005-12-31,塩干魚介,2715
2277,2006-01-31,塩干魚介,1212
2278,2006-02-28,塩干魚介,1215
2279,2006-03-31,塩干魚介,1366
2280,2006-04-30,塩干魚介,1384
2281,2006-05-31,塩干魚介,1314
2282,2006-06-30,塩干魚介,1308
2283,2006-07-31,塩干魚介,1344
2284,2006-08-31,塩干魚介,1347
2285,2006-09-30,塩干魚介,1200
2286,2006-10-31,塩干魚介,1259
2287,2006-11-30,塩干魚介,1411
2288,2006-12-31,塩干魚介,2595
2289,2007-01-31,塩干魚介,1245
2290,2007-02-28,塩干魚介,1237
2291,2007-03-31,塩干魚介,1381
2292,2007-04-30,塩干魚介,1331
2293,2007-05-31,塩干魚介,1357
2294,2007-06-30,塩干魚介,1334
2295,2007-07-31,塩干魚介,1412
2296,2007-08-31,塩干魚介,1250
2297,2007-09-30,塩干魚介,1185
2298,2007-10-31,塩干魚介,1271
2299,2007-11-30,塩干魚介,1356
2300,2007-12-31,塩干魚介,2501
2301,2008-01-31,塩干魚介,1196
2302,2008-02-29,塩干魚介,1279
2303,2008-03-31,塩干魚介,1394
2304,2008-04-30,塩干魚介,1308
2305,2008-05-31,塩干魚介,1371
2306,2008-06-30,塩干魚介,1286
2307,2008-07-31,塩干魚介,1316
2308,2008-08-31,塩干魚介,1265
2309,2008-09-30,塩干魚介,1173
2310,2008-10-31,塩干魚介,1282
2311,2008-11-30,塩干魚介,1375
2312,2008-12-31,塩干魚介,2426
2313,2009-01-31,塩干魚介,1184
2314,2009-02-28,塩干魚介,1128
2315,2009-03-31,塩干魚介,1256
2316,2009-04-30,塩干魚介,1202
2317,2009-05-31,塩干魚介,1213
2318,2009-06-30,塩干魚介,1239
2319,2009-07-31,塩干魚介,1276
2320,2009-08-31,塩干魚介,1243
2321,2009-09-30,塩干魚介,1110
2322,2009-10-31,塩干魚介,1197
2323,2009-11-30,塩干魚介,1344
2324,2009-12-31,塩干魚介,2443
2325,2010-01-31,塩干魚介,1140
2326,2010-02-28,塩干魚介,1089
2327,2010-03-31,塩干魚介,1275
2328,2010-04-30,塩干魚介,1181
2329,2010-05-31,塩干魚介,1218
2330,2010-06-30,塩干魚介,1152
2331,2010-07-31,塩干魚介,1203
2332,2010-08-31,塩干魚介,1164
2333,2010-09-30,塩干魚介,1069
2334,2010-10-31,塩干魚介,1122
2335,2010-11-30,塩干魚介,1282
2336,2010-12-31,塩干魚介,2314
2337,2011-01-31,塩干魚介,1076
2338,2011-02-28,塩干魚介,1063
2339,2011-03-31,塩干魚介,1228
2340,2011-04-30,塩干魚介,1141
2341,2011-05-31,塩干魚介,1194
2342,2011-06-30,塩干魚介,1177
2343,2011-07-31,塩干魚介,1188
2344,2011-08-31,塩干魚介,1182
2345,2011-09-30,塩干魚介,1058
2346,2011-10-31,塩干魚介,1115
2347,2011-11-30,塩干魚介,1189
2348,2011-12-31,塩干魚介,2038
2349,2012-01-31,塩干魚介,1012
2350,2012-02-29,塩干魚介,1101
2351,2012-03-31,塩干魚介,1159
2352,2012-04-30,塩干魚介,1105
2353,2012-05-31,塩干魚介,1123
2354,2012-06-30,塩干魚介,1131
2355,2012-07-31,塩干魚介,1194
2356,2012-08-31,塩干魚介,1118
2357,2012-09-30,塩干魚介,983
2358,2012-10-31,塩干魚介,1062
2359,2012-11-30,塩干魚介,1204
2360,2012-12-31,塩干魚介,2151
2361,2013-01-31,塩干魚介,1012
2362,2013-02-28,塩干魚介,1021
2363,2013-03-31,塩干魚介,1166
2364,2013-04-30,塩干魚介,1137
2365,2013-05-31,塩干魚介,1153
2366,2013-06-30,塩干魚介,1112
2367,2013-07-31,塩干魚介,1215
2368,2013-08-31,塩干魚介,1082
2369,2013-09-30,塩干魚介,1066
2370,2013-10-31,塩干魚介,1128
2371,2013-11-30,塩干魚介,1206
2372,2013-12-31,塩干魚介,2236
2373,2014-01-31,塩干魚介,1072
2374,2014-02-28,塩干魚介,1061
2375,2014-03-31,塩干魚介,1195
2376,2014-04-30,塩干魚介,1110
2377,2014-05-31,塩干魚介,1183
2378,2014-06-30,塩干魚介,1124
2379,2014-07-31,塩干魚介,1130
2380,2014-08-31,塩干魚介,1169
2381,2014-09-30,塩干魚介,1081
2382,2014-10-31,塩干魚介,1100
2383,2014-11-30,塩干魚介,1216
2384,2014-12-31,塩干魚介,2147
2385,2015-01-31,塩干魚介,1046
2386,2015-02-28,塩干魚介,1079
2387,2015-03-31,塩干魚介,1221
2388,2015-04-30,塩干魚介,1169
2389,2015-05-31,塩干魚介,1190
2390,2015-06-30,塩干魚介,1175
2391,2015-07-31,塩干魚介,1218
2392,2015-08-31,塩干魚介,1184
2393,2015-09-30,塩干魚介,1117
2394,2015-10-31,塩干魚介,1145
2395,2015-11-30,塩干魚介,1233
2396,2015-12-31,塩干魚介,2213
2397,2016-01-31,塩干魚介,1076
2398,2016-02-29,塩干魚介,1105
2399,2016-03-31,塩干魚介,1222
2400,2016-04-30,塩干魚介,1162
2401,2016-05-31,塩干魚介,1201
2402,2016-06-30,塩干魚介,1157
2403,2016-07-31,塩干魚介,1149
2404,2016-08-31,塩干魚介,1128
2405,2016-09-30,塩干魚介,1056
2406,2016-10-31,塩干魚介,1088
2407,2016-11-30,塩干魚介,1190
2408,2016-12-31,塩干魚介,2019
2409,2017-01-31,塩干魚介,1060
2410,2017-02-28,塩干魚介,1074
2411,2017-03-31,塩干魚介,1188
2412,2017-04-30,塩干魚介,1154
2413,2017-05-31,塩干魚介,1210
2414,2017-06-30,塩干魚介,1145
2415,2017-07-31,塩干魚介,1121
2416,2017-08-31,塩干魚介,1175
2417,2017-09-30,塩干魚介,1057
2418,2017-10-31,塩干魚介,1106
2419,2017-11-30,塩干魚介,1210
2420,2017-12-31,塩干魚介,1852
2421,2018-01-31,塩干魚介,1025
2422,2018-02-28,塩干魚介,1019
2423,2018-03-31,塩干魚介,1098
2424,2018-04-30,塩干魚介,1077
2425,2018-05-31,塩干魚介,1135
2426,2018-06-30,塩干魚介,1085
2427,2018-07-31,塩干魚介,1083
2428,2018-08-31,塩干魚介,1105
2429,2018-09-30,塩干魚介,997
2430,2018-10-31,塩干魚介,1066
2431,2018-11-30,塩干魚介,1151
2432,2018-12-31,塩干魚介,1835
2433,2019-01-31,塩干魚介,997
2434,2019-02-28,塩干魚介,980
2435,2019-03-31,塩干魚介,1088
2436,2019-04-30,塩干魚介,1043
2437,2019-05-31,塩干魚介,1056
2438,2019-06-30,塩干魚介,1078
2439,2019-07-31,塩干魚介,1093
2440,2019-08-31,塩干魚介,1070
2441,2019-09-30,塩干魚介,1032
2442,2019-10-31,塩干魚介,1056
2443,2019-11-30,塩干魚介,1124
2444,2019-12-31,塩干魚介,1748
2445,2020-01-31,塩干魚介,990
2446,2020-02-29,塩干魚介,991
2447,2020-03-31,塩干魚介,1117
2448,2020-04-30,塩干魚介,1133
2449,2020-05-31,塩干魚介,1164
2450,2000-01-31,魚肉練製品,819
2451,2000-02-29,魚肉練製品,802
2452,2000-03-31,魚肉練製品,794
2453,2000-04-30,魚肉練製品,761
2454,2000-05-31,魚肉練製品,756
2455,2000-06-30,魚肉練製品,705
2456,2000-07-31,魚肉練製品,662
2457,2000-08-31,魚肉練製品,697
2458,2000-09-30,魚肉練製品,756
2459,2000-10-31,魚肉練製品,887
2460,2000-11-30,魚肉練製品,916
2461,2000-12-31,魚肉練製品,1870
2462,2001-01-31,魚肉練製品,862
2463,2001-02-28,魚肉練製品,764
2464,2001-03-31,魚肉練製品,764
2465,2001-04-30,魚肉練製品,713
2466,2001-05-31,魚肉練製品,722
2467,2001-06-30,魚肉練製品,660
2468,2001-07-31,魚肉練製品,624
2469,2001-08-31,魚肉練製品,682
2470,2001-09-30,魚肉練製品,800
2471,2001-10-31,魚肉練製品,898
2472,2001-11-30,魚肉練製品,903
2473,2001-12-31,魚肉練製品,1937
2474,2002-01-31,魚肉練製品,803
2475,2002-02-28,魚肉練製品,739
2476,2002-03-31,魚肉練製品,731
2477,2002-04-30,魚肉練製品,703
2478,2002-05-31,魚肉練製品,693
2479,2002-06-30,魚肉練製品,625
2480,2002-07-31,魚肉練製品,611
2481,2002-08-31,魚肉練製品,648
2482,2002-09-30,魚肉練製品,727
2483,2002-10-31,魚肉練製品,801
2484,2002-11-30,魚肉練製品,803
2485,2002-12-31,魚肉練製品,1716
2486,2003-01-31,魚肉練製品,736
2487,2003-02-28,魚肉練製品,685
2488,2003-03-31,魚肉練製品,713
2489,2003-04-30,魚肉練製品,660
2490,2003-05-31,魚肉練製品,662
2491,2003-06-30,魚肉練製品,631
2492,2003-07-31,魚肉練製品,652
2493,2003-08-31,魚肉練製品,612
2494,2003-09-30,魚肉練製品,636
2495,2003-10-31,魚肉練製品,800
2496,2003-11-30,魚肉練製品,767
2497,2003-12-31,魚肉練製品,1649
2498,2004-01-31,魚肉練製品,725
2499,2004-02-29,魚肉練製品,688
2500,2004-03-31,魚肉練製品,700
2501,2004-04-30,魚肉練製品,632
2502,2004-05-31,魚肉練製品,683
2503,2004-06-30,魚肉練製品,599
2504,2004-07-31,魚肉練製品,579
2505,2004-08-31,魚肉練製品,657
2506,2004-09-30,魚肉練製品,663
2507,2004-10-31,魚肉練製品,783
2508,2004-11-30,魚肉練製品,777
2509,2004-12-31,魚肉練製品,1613
2510,2005-01-31,魚肉練製品,723
2511,2005-02-28,魚肉練製品,658
2512,2005-03-31,魚肉練製品,702
2513,2005-04-30,魚肉練製品,622
2514,2005-05-31,魚肉練製品,651
2515,2005-06-30,魚肉練製品,593
2516,2005-07-31,魚肉練製品,618
2517,2005-08-31,魚肉練製品,609
2518,2005-09-30,魚肉練製品,619
2519,2005-10-31,魚肉練製品,750
2520,2005-11-30,魚肉練製品,778
2521,2005-12-31,魚肉練製品,1619
2522,2006-01-31,魚肉練製品,722
2523,2006-02-28,魚肉練製品,674
2524,2006-03-31,魚肉練製品,673
2525,2006-04-30,魚肉練製品,647
2526,2006-05-31,魚肉練製品,637
2527,2006-06-30,魚肉練製品,589
2528,2006-07-31,魚肉練製品,593
2529,2006-08-31,魚肉練製品,592
2530,2006-09-30,魚肉練製品,636
2531,2006-10-31,魚肉練製品,744
2532,2006-11-30,魚肉練製品,775
2533,2006-12-31,魚肉練製品,1569
2534,2007-01-31,魚肉練製品,728
2535,2007-02-28,魚肉練製品,661
2536,2007-03-31,魚肉練製品,687
2537,2007-04-30,魚肉練製品,674
2538,2007-05-31,魚肉練製品,670
2539,2007-06-30,魚肉練製品,615
2540,2007-07-31,魚肉練製品,631
2541,2007-08-31,魚肉練製品,610
2542,2007-09-30,魚肉練製品,636
2543,2007-10-31,魚肉練製品,749
2544,2007-11-30,魚肉練製品,786
2545,2007-12-31,魚肉練製品,1598
2546,2008-01-31,魚肉練製品,707
2547,2008-02-29,魚肉練製品,757
2548,2008-03-31,魚肉練製品,710
2549,2008-04-30,魚肉練製品,678
2550,2008-05-31,魚肉練製品,655
2551,2008-06-30,魚肉練製品,712
2552,2008-07-31,魚肉練製品,592
2553,2008-08-31,魚肉練製品,629
2554,2008-09-30,魚肉練製品,657
2555,2008-10-31,魚肉練製品,777
2556,2008-11-30,魚肉練製品,817
2557,2008-12-31,魚肉練製品,1710
2558,2009-01-31,魚肉練製品,749
2559,2009-02-28,魚肉練製品,701
2560,2009-03-31,魚肉練製品,735
2561,2009-04-30,魚肉練製品,669
2562,2009-05-31,魚肉練製品,679
2563,2009-06-30,魚肉練製品,646
2564,2009-07-31,魚肉練製品,619
2565,2009-08-31,魚肉練製品,640
2566,2009-09-30,魚肉練製品,663
2567,2009-10-31,魚肉練製品,746
2568,2009-11-30,魚肉練製品,772
2569,2009-12-31,魚肉練製品,1686
2570,2010-01-31,魚肉練製品,718
2571,2010-02-28,魚肉練製品,660
2572,2010-03-31,魚肉練製品,701
2573,2010-04-30,魚肉練製品,662
2574,2010-05-31,魚肉練製品,660
2575,2010-06-30,魚肉練製品,602
2576,2010-07-31,魚肉練製品,603
2577,2010-08-31,魚肉練製品,607
2578,2010-09-30,魚肉練製品,642
2579,2010-10-31,魚肉練製品,741
2580,2010-11-30,魚肉練製品,760
2581,2010-12-31,魚肉練製品,1643
2582,2011-01-31,魚肉練製品,696
2583,2011-02-28,魚肉練製品,636
2584,2011-03-31,魚肉練製品,676
2585,2011-04-30,魚肉練製品,623
2586,2011-05-31,魚肉練製品,646
2587,2011-06-30,魚肉練製品,610
2588,2011-07-31,魚肉練製品,605
2589,2011-08-31,魚肉練製品,608
2590,2011-09-30,魚肉練製品,629
2591,2011-10-31,魚肉練製品,715
2592,2011-11-30,魚肉練製品,728
2593,2011-12-31,魚肉練製品,1583
2594,2012-01-31,魚肉練製品,679
2595,2012-02-29,魚肉練製品,679
2596,2012-03-31,魚肉練製品,664
2597,2012-04-30,魚肉練製品,644
2598,2012-05-31,魚肉練製品,633
2599,2012-06-30,魚肉練製品,599
2600,2012-07-31,魚肉練製品,591
2601,2012-08-31,魚肉練製品,573
2602,2012-09-30,魚肉練製品,600
2603,2012-10-31,魚肉練製品,707
2604,2012-11-30,魚肉練製品,742
2605,2012-12-31,魚肉練製品,1690
2606,2013-01-31,魚肉練製品,668
2607,2013-02-28,魚肉練製品,621
2608,2013-03-31,魚肉練製品,637
2609,2013-04-30,魚肉練製品,623
2610,2013-05-31,魚肉練製品,601
2611,2013-06-30,魚肉練製品,590
2612,2013-07-31,魚肉練製品,612
2613,2013-08-31,魚肉練製品,601
2614,2013-09-30,魚肉練製品,609
2615,2013-10-31,魚肉練製品,686
2616,2013-11-30,魚肉練製品,721
2617,2013-12-31,魚肉練製品,1580
2618,2014-01-31,魚肉練製品,675
2619,2014-02-28,魚肉練製品,625
2620,2014-03-31,魚肉練製品,645
2621,2014-04-30,魚肉練製品,612
2622,2014-05-31,魚肉練製品,621
2623,2014-06-30,魚肉練製品,621
2624,2014-07-31,魚肉練製品,627
2625,2014-08-31,魚肉練製品,619
2626,2014-09-30,魚肉練製品,616
2627,2014-10-31,魚肉練製品,702
2628,2014-11-30,魚肉練製品,724
2629,2014-12-31,魚肉練製品,1634
2630,2015-01-31,魚肉練製品,681
2631,2015-02-28,魚肉練製品,673
2632,2015-03-31,魚肉練製品,706
2633,2015-04-30,魚肉練製品,653
2634,2015-05-31,魚肉練製品,652
2635,2015-06-30,魚肉練製品,630
2636,2015-07-31,魚肉練製品,644
2637,2015-08-31,魚肉練製品,630
2638,2015-09-30,魚肉練製品,651
2639,2015-10-31,魚肉練製品,708
2640,2015-11-30,魚肉練製品,716
2641,2015-12-31,魚肉練製品,1684
2642,2016-01-31,魚肉練製品,691
2643,2016-02-29,魚肉練製品,679
2644,2016-03-31,魚肉練製品,676
2645,2016-04-30,魚肉練製品,615
2646,2016-05-31,魚肉練製品,635
2647,2016-06-30,魚肉練製品,607
2648,2016-07-31,魚肉練製品,619
2649,2016-08-31,魚肉練製品,603
2650,2016-09-30,魚肉練製品,602
2651,2016-10-31,魚肉練製品,682
2652,2016-11-30,魚肉練製品,734
2653,2016-12-31,魚肉練製品,1594
2654,2017-01-31,魚肉練製品,682
2655,2017-02-28,魚肉練製品,627
2656,2017-03-31,魚肉練製品,659
2657,2017-04-30,魚肉練製品,630
2658,2017-05-31,魚肉練製品,634
2659,2017-06-30,魚肉練製品,608
2660,2017-07-31,魚肉練製品,611
2661,2017-08-31,魚肉練製品,611
2662,2017-09-30,魚肉練製品,622
2663,2017-10-31,魚肉練製品,701
2664,2017-11-30,魚肉練製品,723
2665,2017-12-31,魚肉練製品,1544
2666,2018-01-31,魚肉練製品,678
2667,2018-02-28,魚肉練製品,607
2668,2018-03-31,魚肉練製品,605
2669,2018-04-30,魚肉練製品,559
2670,2018-05-31,魚肉練製品,596
2671,2018-06-30,魚肉練製品,545
2672,2018-07-31,魚肉練製品,554
2673,2018-08-31,魚肉練製品,550
2674,2018-09-30,魚肉練製品,595
2675,2018-10-31,魚肉練製品,696
2676,2018-11-30,魚肉練製品,697
2677,2018-12-31,魚肉練製品,1553
2678,2019-01-31,魚肉練製品,660
2679,2019-02-28,魚肉練製品,611
2680,2019-03-31,魚肉練製品,642
2681,2019-04-30,魚肉練製品,599
2682,2019-05-31,魚肉練製品,619
2683,2019-06-30,魚肉練製品,592
2684,2019-07-31,魚肉練製品,589
2685,2019-08-31,魚肉練製品,590
2686,2019-09-30,魚肉練製品,599
2687,2019-10-31,魚肉練製品,688
2688,2019-11-30,魚肉練製品,705
2689,2019-12-31,魚肉練製品,1487
2690,2020-01-31,魚肉練製品,635
2691,2020-02-29,魚肉練製品,627
2692,2020-03-31,魚肉練製品,655
2693,2020-04-30,魚肉練製品,632
2694,2020-05-31,魚肉練製品,629
2695,2000-01-31,他の魚介加工品,858
2696,2000-02-29,他の魚介加工品,850
2697,2000-03-31,他の魚介加工品,981
2698,2000-04-30,他の魚介加工品,966
2699,2000-05-31,他の魚介加工品,961
2700,2000-06-30,他の魚介加工品,956
2701,2000-07-31,他の魚介加工品,1128
2702,2000-08-31,他の魚介加工品,1064
2703,2000-09-30,他の魚介加工品,885
2704,2000-10-31,他の魚介加工品,936
2705,2000-11-30,他の魚介加工品,959
2706,2000-12-31,他の魚介加工品,2177
2707,2001-01-31,他の魚介加工品,847
2708,2001-02-28,他の魚介加工品,798
2709,2001-03-31,他の魚介加工品,943
2710,2001-04-30,他の魚介加工品,933
2711,2001-05-31,他の魚介加工品,930
2712,2001-06-30,他の魚介加工品,910
2713,2001-07-31,他の魚介加工品,1056
2714,2001-08-31,他の魚介加工品,1050
2715,2001-09-30,他の魚介加工品,858
2716,2001-10-31,他の魚介加工品,900
2717,2001-11-30,他の魚介加工品,963
2718,2001-12-31,他の魚介加工品,2157
2719,2002-01-31,他の魚介加工品,858
2720,2002-02-28,他の魚介加工品,779
2721,2002-03-31,他の魚介加工品,928
2722,2002-04-30,他の魚介加工品,918
2723,2002-05-31,他の魚介加工品,911
2724,2002-06-30,他の魚介加工品,894
2725,2002-07-31,他の魚介加工品,1003
2726,2002-08-31,他の魚介加工品,1004
2727,2002-09-30,他の魚介加工品,801
2728,2002-10-31,他の魚介加工品,826
2729,2002-11-30,他の魚介加工品,899
2730,2002-12-31,他の魚介加工品,2027
2731,2003-01-31,他の魚介加工品,762
2732,2003-02-28,他の魚介加工品,776
2733,2003-03-31,他の魚介加工品,918
2734,2003-04-30,他の魚介加工品,849
2735,2003-05-31,他の魚介加工品,920
2736,2003-06-30,他の魚介加工品,840
2737,2003-07-31,他の魚介加工品,966
2738,2003-08-31,他の魚介加工品,963
2739,2003-09-30,他の魚介加工品,750
2740,2003-10-31,他の魚介加工品,806
2741,2003-11-30,他の魚介加工品,842
2742,2003-12-31,他の魚介加工品,1806
2743,2004-01-31,他の魚介加工品,766
2744,2004-02-29,他の魚介加工品,785
2745,2004-03-31,他の魚介加工品,885
2746,2004-04-30,他の魚介加工品,848
2747,2004-05-31,他の魚介加工品,851
2748,2004-06-30,他の魚介加工品,853
2749,2004-07-31,他の魚介加工品,875
2750,2004-08-31,他の魚介加工品,914
2751,2004-09-30,他の魚介加工品,749
2752,2004-10-31,他の魚介加工品,801
2753,2004-11-30,他の魚介加工品,843
2754,2004-12-31,他の魚介加工品,1786
2755,2005-01-31,他の魚介加工品,773
2756,2005-02-28,他の魚介加工品,734
2757,2005-03-31,他の魚介加工品,901
2758,2005-04-30,他の魚介加工品,825
2759,2005-05-31,他の魚介加工品,871
2760,2005-06-30,他の魚介加工品,827
2761,2005-07-31,他の魚介加工品,938
2762,2005-08-31,他の魚介加工品,911
2763,2005-09-30,他の魚介加工品,767
2764,2005-10-31,他の魚介加工品,760
2765,2005-11-30,他の魚介加工品,795
2766,2005-12-31,他の魚介加工品,1815
2767,2006-01-31,他の魚介加工品,736
2768,2006-02-28,他の魚介加工品,735
2769,2006-03-31,他の魚介加工品,858
2770,2006-04-30,他の魚介加工品,845
2771,2006-05-31,他の魚介加工品,830
2772,2006-06-30,他の魚介加工品,849
2773,2006-07-31,他の魚介加工品,902
2774,2006-08-31,他の魚介加工品,835
2775,2006-09-30,他の魚介加工品,748
2776,2006-10-31,他の魚介加工品,765
2777,2006-11-30,他の魚介加工品,863
2778,2006-12-31,他の魚介加工品,1857
2779,2007-01-31,他の魚介加工品,776
2780,2007-02-28,他の魚介加工品,735
2781,2007-03-31,他の魚介加工品,866
2782,2007-04-30,他の魚介加工品,815
2783,2007-05-31,他の魚介加工品,846
2784,2007-06-30,他の魚介加工品,856
2785,2007-07-31,他の魚介加工品,894
2786,2007-08-31,他の魚介加工品,879
2787,2007-09-30,他の魚介加工品,821
2788,2007-10-31,他の魚介加工品,773
2789,2007-11-30,他の魚介加工品,837
2790,2007-12-31,他の魚介加工品,1751
2791,2008-01-31,他の魚介加工品,716
2792,2008-02-29,他の魚介加工品,745
2793,2008-03-31,他の魚介加工品,832
2794,2008-04-30,他の魚介加工品,850
2795,2008-05-31,他の魚介加工品,836
2796,2008-06-30,他の魚介加工品,781
2797,2008-07-31,他の魚介加工品,859
2798,2008-08-31,他の魚介加工品,863
2799,2008-09-30,他の魚介加工品,724
2800,2008-10-31,他の魚介加工品,765
2801,2008-11-30,他の魚介加工品,785
2802,2008-12-31,他の魚介加工品,1698
2803,2009-01-31,他の魚介加工品,737
2804,2009-02-28,他の魚介加工品,697
2805,2009-03-31,他の魚介加工品,805
2806,2009-04-30,他の魚介加工品,848
2807,2009-05-31,他の魚介加工品,810
2808,2009-06-30,他の魚介加工品,820
2809,2009-07-31,他の魚介加工品,871
2810,2009-08-31,他の魚介加工品,857
2811,2009-09-30,他の魚介加工品,744
2812,2009-10-31,他の魚介加工品,752
2813,2009-11-30,他の魚介加工品,835
2814,2009-12-31,他の魚介加工品,1662
2815,2010-01-31,他の魚介加工品,723
2816,2010-02-28,他の魚介加工品,704
2817,2010-03-31,他の魚介加工品,829
2818,2010-04-30,他の魚介加工品,827
2819,2010-05-31,他の魚介加工品,814
2820,2010-06-30,他の魚介加工品,754
2821,2010-07-31,他の魚介加工品,807
2822,2010-08-31,他の魚介加工品,801
2823,2010-09-30,他の魚介加工品,717
2824,2010-10-31,他の魚介加工品,707
2825,2010-11-30,他の魚介加工品,793
2826,2010-12-31,他の魚介加工品,1617
2827,2011-01-31,他の魚介加工品,675
2828,2011-02-28,他の魚介加工品,698
2829,2011-03-31,他の魚介加工品,885
2830,2011-04-30,他の魚介加工品,725
2831,2011-05-31,他の魚介加工品,761
2832,2011-06-30,他の魚介加工品,754
2833,2011-07-31,他の魚介加工品,809
2834,2011-08-31,他の魚介加工品,786
2835,2011-09-30,他の魚介加工品,716
2836,2011-10-31,他の魚介加工品,735
2837,2011-11-30,他の魚介加工品,803
2838,2011-12-31,他の魚介加工品,1653
2839,2012-01-31,他の魚介加工品,705
2840,2012-02-29,他の魚介加工品,705
2841,2012-03-31,他の魚介加工品,793
2842,2012-04-30,他の魚介加工品,782
2843,2012-05-31,他の魚介加工品,758
2844,2012-06-30,他の魚介加工品,787
2845,2012-07-31,他の魚介加工品,829
2846,2012-08-31,他の魚介加工品,823
2847,2012-09-30,他の魚介加工品,699
2848,2012-10-31,他の魚介加工品,741
2849,2012-11-30,他の魚介加工品,820
2850,2012-12-31,他の魚介加工品,1670
2851,2013-01-31,他の魚介加工品,731
2852,2013-02-28,他の魚介加工品,693
2853,2013-03-31,他の魚介加工品,927
2854,2013-04-30,他の魚介加工品,800
2855,2013-05-31,他の魚介加工品,806
2856,2013-06-30,他の魚介加工品,792
2857,2013-07-31,他の魚介加工品,867
2858,2013-08-31,他の魚介加工品,860
2859,2013-09-30,他の魚介加工品,729
2860,2013-10-31,他の魚介加工品,769
2861,2013-11-30,他の魚介加工品,795
2862,2013-12-31,他の魚介加工品,1769
2863,2014-01-31,他の魚介加工品,746
2864,2014-02-28,他の魚介加工品,754
2865,2014-03-31,他の魚介加工品,992
2866,2014-04-30,他の魚介加工品,763
2867,2014-05-31,他の魚介加工品,829
2868,2014-06-30,他の魚介加工品,828
2869,2014-07-31,他の魚介加工品,854
2870,2014-08-31,他の魚介加工品,900
2871,2014-09-30,他の魚介加工品,749
2872,2014-10-31,他の魚介加工品,788
2873,2014-11-30,他の魚介加工品,860
2874,2014-12-31,他の魚介加工品,1705
2875,2015-01-31,他の魚介加工品,752
2876,2015-02-28,他の魚介加工品,830
2877,2015-03-31,他の魚介加工品,853
2878,2015-04-30,他の魚介加工品,834
2879,2015-05-31,他の魚介加工品,807
2880,2015-06-30,他の魚介加工品,831
2881,2015-07-31,他の魚介加工品,832
2882,2015-08-31,他の魚介加工品,864
2883,2015-09-30,他の魚介加工品,764
2884,2015-10-31,他の魚介加工品,790
2885,2015-11-30,他の魚介加工品,867
2886,2015-12-31,他の魚介加工品,1837
2887,2016-01-31,他の魚介加工品,757
2888,2016-02-29,他の魚介加工品,745
2889,2016-03-31,他の魚介加工品,885
2890,2016-04-30,他の魚介加工品,846
2891,2016-05-31,他の魚介加工品,853
2892,2016-06-30,他の魚介加工品,823
2893,2016-07-31,他の魚介加工品,876
2894,2016-08-31,他の魚介加工品,858
2895,2016-09-30,他の魚介加工品,733
2896,2016-10-31,他の魚介加工品,771
2897,2016-11-30,他の魚介加工品,806
2898,2016-12-31,他の魚介加工品,1676
2899,2017-01-31,他の魚介加工品,745
2900,2017-02-28,他の魚介加工品,735
